Company Name,Address,City,State,Zip,County,Phone Number,Fax Number,Company Contact,Contact Title,Employees,Revenue,Industry,SIC Code,SIC Code Description,Website
CORROLESS-USA,6 Roxbury Ln,Bridgeport,CT,06606-2646,Fairfield,Not in Sample,Not in Sample,Ralph Heineman,President,2,406020,"Mobile Home Dealers, Garden Supply, Building Materials and Hardware (Construction)",5231,"Paint, Glass, And Wallpaper Stores",www.corroless-usa.com
Mobile Lock Svc,1127 High Ridge Rd,Stamford,CT,06905-1220,Fairfield,Not in Sample,Not in Sample,Bob Goldkopf Jr,Owner,2,241560,Miscellaneous Repair Services (Services),7699,"Repair Services, Nec",www.mobilelockservice.com
Scranton Library,801 Boston Post Rd,Madison,CT,06443-3155,New Haven,Not in Sample,Not in Sample,Sandra Long,Manager,22,0,Educational Services (Services),8231,Libraries,www.scrantonlibrary.com
Di Santo Technology,72 Camp Ave,Stamford,CT,06907-1806,Fairfield,Not in Sample,Not in Sample,Ottavio Di Santo,President,66,8265600,Commercial and Industrial Machinery and Computer Equipment (Equipment),3599,"Industrial Machinery, Nec",www.disanto.com
Anixter,527 Knotter Dr # 400,Cheshire,CT,06410-1100,New Haven,Not in Sample,Not in Sample,Jess Patcyk,Manager,21,12199320,Wholesale Trade - Durable Goods (Products),5063,Electrical Apparatus And Equipment,www.anixter.com
Icon International,107 Elm St # 15,Stamford,CT,06902-3834,Fairfield,Not in Sample,Not in Sample,John Kramer,President,130,50265180,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6231,Security And Commodity Exchanges,www.icon-intl.com
United States Surgical,150 Glover Ave,Norwalk,CT,06850-1346,Fairfield,Not in Sample,Not in Sample,Allen Panzer,President,6120,0,"Watches and Clocks, Measurement, Analyzer and Control Instruments, and Photo and Medical Goods (Products)",3841,Surgical And Medical Instruments,www.tyco.com
Orchestra New England Inc,1124 Campbell Ave,West Haven,CT,06516-2005,New Haven,Not in Sample,Not in Sample,,,1,217800,Amusement and Recreation Services (Services),7929,Entertainers And Entertainment Groups,www.orchestranewengland.org
Holy Trinity Greek Church,4070 Park Ave,Bridgeport,CT,06604-1095,Fairfield,Not in Sample,Not in Sample,Demetrios A Recachinas,Religious Leader,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.holytrinity.ct.goarch.org
Prudential Connecticut Realty,159 Rowayton Ave,Norwalk,CT,06853-1411,Fairfield,Not in Sample,Not in Sample,Dave Wilk,Manager,9,1326600,Real Estate (Housing),6531,Real Estate Agents And Managers,www.prudentialct.com
T C's Super Pawn & Guns,503 Lakewood Rd,Waterbury,CT,06704-2420,New Haven,Not in Sample,Not in Sample,,,7,1435600,Miscellaneous Retail (Stores),5941,Sporting Goods And Bicycle Shops,www.tcspawn.com
Cheslock Bakker & Assoc,695 Main St # 103,Stamford,CT,06901-2155,Fairfield,Not in Sample,Not in Sample,Stan Cheslock,Owner,27,3417000,Real Estate (Housing),6531,Real Estate Agents And Managers,www.cba.com
Leica Geo Systems,81 Kenosia Ave,Danbury,CT,06810-7361,Fairfield,Not in Sample,Not in Sample,Walter Schacht,Manager,1,132310,Business Services (Services),7335,Commercial Photography,www.leicageosystems.com
Ridgefield Press,16 Bailey Ave,Ridgefield,CT,06877-4512,Fairfield,Not in Sample,Not in Sample,Thomas Nash,Owner,190,26460000,"Publishing, Allied and Printing Industries (Industries)",2711,Newspapers,www.acorn-online.com
Wilkerson Wear,2416 Highway 62 W,Pocahontas,AR,72455-3501,Randolph,Not in Sample,Not in Sample,,,4,595940,Apparel and Accessory Stores (Stores),5651,Family Clothing Stores,
Systems Integration Group,45 Matilda Ln,Shelton,CT,06484-3623,Fairfield,Not in Sample,Not in Sample,Ram Cherukuri,Owner,4,946680,Business Services (Services),7379,"Computer Related Services, Nec",www.domma.com
Post University,800 Country Club Rd,Waterbury,CT,06708-3240,New Haven,Not in Sample,Not in Sample,John De Temple,President,150,0,Educational Services (Services),8221,Colleges And Universities,www.teikyopost.net
Ridgefield Open Space Assn,525 Bennetts Farm Rd,Ridgefield,CT,06877-2226,Fairfield,Not in Sample,Not in Sample,,,3,0,Membership Organizations (Organizations),8611,Business Associations,www.rosaopenspace.org
Universal Thread Grinding,30 Chambers St,Fairfield,CT,06825-5594,Fairfield,Not in Sample,Not in Sample,William H Everett,President,8,1667250,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3451,Screw Machine Products,www.universal-thread.com
Digestive Care PA,P.O. BOX 2797,Pine Bluff,AR,71613-2797,Jefferson,Not in Sample,Not in Sample,Syed Samad,President,5,579500,Health Services (Services),8011,Offices And Clinics Of Medical Doctors,
Five Mile River Films,50 Water St # 2,Norwalk,CT,06854-3061,Fairfield,Not in Sample,Not in Sample,Lorenzo Minoli,President,2,634280,Motion Pictures (Entertainment),7812,Motion Picture And Video Production,www.fivemileriverfilms.com
Kovacs Machine & Tool Co,50 N Plains Industrial Rd,Wallingford,CT,06492-2372,New Haven,Not in Sample,Not in Sample,,,21,2772420,Commercial and Industrial Machinery and Computer Equipment (Equipment),3599,"Industrial Machinery, Nec",www.kovacsmachine.com
Lights Camera Interaction,PO Box 590,Westport,CT,06881-0590,Fairfield,Not in Sample,Not in Sample,,,2,346080,Miscellaneous Retail (Stores),5945,"Hobby, Toy, And Game Shops",www.lcitoys.com
Tesec Inc,20 Kenosia Ave,Danbury,CT,06810-7357,Fairfield,Not in Sample,Not in Sample,Len Levi,President,4,7249920,Wholesale Trade - Durable Goods (Products),5099,"Durable Goods, Nec",www.tesecinc.com
Sylvan Learning Ctr,1241 S Broad St,Wallingford,CT,06492-1737,New Haven,Not in Sample,Not in Sample,Nate Tencza,Manager,9,1098240,Educational Services (Services),8299,"Schools And Educational Services, Nec",www.educate.com
Rose Tiso & Co LLC,418 Meadow St,Fairfield,CT,06824-5382,Fairfield,Not in Sample,Not in Sample,Patrick Rose,Owner,11,1525100,"Engineering, Management, Accounting, Research and Related Industries (Services)",8712,Architectural Services,www.rosetiso.com
Pumpkin Preschool Of Shelton,100 Beard Sawmill Rd,Shelton,CT,06484-6150,Fairfield,Not in Sample,Not in Sample,Michael Slimak,President,34,1074150,Social Services (Services),8351,Child Day Care Services,www.pumpkinpreschool.com
Bumples,9 Shorefront Park,Norwalk,CT,06854-3752,Fairfield,Not in Sample,Not in Sample,Jennifer Sheehan,Owner,1,316220,"Publishing, Allied and Printing Industries (Industries)",2731,Book Publishing,www.bumples.com
EMCOR Group Inc,301 Merritt 7 # 6,Norwalk,CT,06851-1092,Fairfield,Not in Sample,Not in Sample,Frank T Macinnis,CEO,25480,2126008810,Construction - Special Trade Contractors (Construction),1731,Electrical Work,www.emcorgroup.com
Fitness Edge,1333 E Putnam Ave,Old Greenwich,CT,06870-1303,Fairfield,Not in Sample,Not in Sample,Joe Moretti,Owner,21,787800,Amusement and Recreation Services (Services),7991,Physical Fitness Facilities,www.fitnessedge.net
Clifford W Beers Guidance Clnc,93 Edwards St,New Haven,CT,06511-3933,New Haven,Not in Sample,Not in Sample,Chester Broadnicki,Executive Director,55,3249000,Social Services (Services),8322,Individual And Family Services,www.cliffordbeers.org
Spectra Strip,720 Sherman Ave,Hamden,CT,06514-1131,New Haven,Not in Sample,Not in Sample,Mike Carbray,Manager,110,117473400,Wholesale Trade - Durable Goods (Products),5051,Metals Service Centers And Offices,www.spectrastrip.com
Narrows Inn & Restaurant,7910 Edgemont Rd,Higden,AR,72067-9737,Cleburne,Not in Sample,Not in Sample,Peggy Harvey,President,8,142800,Eating and Drinking Establishments (Food),5812,Eating Places,
Bridgeport Housing Authority,150 Highland Ave,Bridgeport,CT,06604-3503,Fairfield,Not in Sample,Not in Sample,,,140,19698000,Real Estate (Housing),6531,Real Estate Agents And Managers,www.bridgeporthousing.org
Hair,39 S Pine Creek Rd,Fairfield,CT,06824-5627,Fairfield,Not in Sample,Not in Sample,Charles Tuozzoli,Owner,41,1575600,Personal Services (Services),7231,Beauty Shops,www.cthair.com
Soundview Productions,128 Perry Ave,Norwalk,CT,06850-1207,Fairfield,Not in Sample,Not in Sample,,,0,0,Miscellaneous Establishments,9999,Nonclassifiable Establishments,www.daviscoen.com
S J Stewart & Son Inc,295 Westport Ave # 2,Norwalk,CT,06851-4333,Fairfield,Not in Sample,Not in Sample,Michele Di Scala,Owner,3,405720,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.sjsinsure.com
Bridgeport Aging Dept,263 Golden Hill St,Bridgeport,CT,06604-4112,Fairfield,Not in Sample,Not in Sample,Rosemary Hoyt,Manager,14,0,Administration of Human Resource Programs (Administration),9441,Administration Of Social And Manpower Programs,www.cityofbridgeport.com
Stuart B Ratner PC,111 Prospect St # 2000,Stamford,CT,06901-1293,Fairfield,Not in Sample,Not in Sample,Stuart B Ratner,,2,330660,Legal Services (Services),8111,Legal Services,www.irscollections.com
Luongo Construction Co LLC,72 Center St,Wallingford,CT,06492-4112,New Haven,Not in Sample,Not in Sample,Mike Luongo,Owner,1,429240,Building Construction - Operative Builders and General Contractors (Construction),1542,"Nonresidential Construction, Nec",www.luongoconstruction.com
Old Navy,2175 Summer St,Stamford,CT,06905-4523,Fairfield,Not in Sample,Not in Sample,Juan Prada,Manager,39,5900400,Apparel and Accessory Stores (Stores),5651,Family Clothing Stores,www.oldnavy.com
Montage Software Systems Inc,76 Hillbrook Rd,Wilton,CT,06897-1708,Fairfield,Not in Sample,Not in Sample,,,4,1390080,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.alonsostudio.com
Fitch Risk Management,500 W Putnam Ave,Greenwich,CT,06830-6086,Fairfield,Not in Sample,Not in Sample,Perry Beaumont,Manager,19,6839200,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.fitchrisk.com
Brookview Financial Inc,2321 Whitney Ave # 101,Hamden,CT,06518-3523,New Haven,Not in Sample,Not in Sample,Anthony Funaro,President,5,3942500,"Commodity and Security Brokers, Exchanges, Services and Dealers (Finance)",6282,Investment Advice,www.brookviewfinancial.com
Meriden Public Library,105 Miller St,Meriden,CT,06450-4285,New Haven,Not in Sample,Not in Sample,Marcia Trotta,Executive Director,42,0,Educational Services (Services),8231,Libraries,www.cityofmeriden.org
R A Levine Co,19 Wood St,West Haven,CT,06516-3843,New Haven,Not in Sample,Not in Sample,Howard Levine,Owner,9,5936400,Wholesale Trade - Durable Goods (Products),5078,Refrigeration Equipment And Supplies,www.ralevine.com
Fairfield Town Hall,725 Old Post Rd,Fairfield,CT,06824-6689,Fairfield,Not in Sample,Not in Sample,Kenneth Flatto,Manager,96,0,"Legislative, Executive and General Government other than Finance (Government)",9111,Executive Offices,www.fairfieldct.org
Sumner Communications Inc,24 Stony Hill Rd # 2,Bethel,CT,06801-1166,Fairfield,Not in Sample,Not in Sample,Scott Sumner,Owner,22,5589600,"Publishing, Allied and Printing Industries (Industries)",2741,Miscellaneous Publishing,www.sumnercom.com
National Society of Daughters,1633 N Boston Pl,Fayetteville,AR,72703-3001,Washington,Not in Sample,Not in Sample,Jan Treat,Treasurer,5,123600,Membership Organizations (Organizations),8641,Civic And Social Associations,
Holiday Inn Texarkana,5100 N State Line Ave,Texarkana,AR,71854-1034,Miller,Not in Sample,Not in Sample,Ron Sutton,Manager,45,3562500,"Camps, Rooming Houses, Hotels and Other Lodging Places (Lodging)",7011,Hotels And Motels,
Senior Care Development,19 Post Rd E,Westport,CT,06880-3405,Fairfield,Not in Sample,Not in Sample,David Reis,Manager,2,95060,Health Services (Services),8059,"Nursing And Personal Care, Nec",www.seniorcaredevelopment.com
M C Group Inc,187 Perry Ave,Norwalk,CT,06850-1125,Fairfield,Not in Sample,Not in Sample,Michel Cornier,President,2,346800,"Engineering, Management, Accounting, Research and Related Industries (Services)",8742,Management Consulting Services,www.cornier.com
Gap,775 Main St S,Southbury,CT,06488-2271,New Haven,Not in Sample,Not in Sample,Allison Buggie,Manager,29,4425300,Apparel and Accessory Stores (Stores),5651,Family Clothing Stores,www.gap.com
Gentiva Health Svc,1 Evergreen Ave # 32,Hamden,CT,06518-2717,New Haven,Not in Sample,Not in Sample,Betty Stahl,Executive Director,78,6428800,Health Services (Services),8049,Offices Of Health Practitioner,www.gentiva.com
Steven's KIA,717 Bridgeport Ave,Milford,CT,06460-3148,New Haven,Not in Sample,Not in Sample,,,140,89402460,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.stevensofmilford.com
Innovative Information Soltns,61 Interstate Ln,Waterbury,CT,06705-2639,New Haven,Not in Sample,Not in Sample,Evan Walters,Owner,14,2705040,Business Services (Services),7373,Computer Integrated Systems Design,www.innovativeis.com
Baltic Lumber & Moulding,559b Federal Rd,Brookfield,CT,06804-2017,Fairfield,Not in Sample,Not in Sample,Olga Hafiz,Owner,8,8133120,Wholesale Trade - Durable Goods (Products),5031,"Lumber, Plywood, And Millwork",www.balticmoudling.com
Gateway Business Communication,154 State St # 103,North Haven,CT,06473-2224,New Haven,Not in Sample,Not in Sample,Mark Spivey,Owner,7,3611520,Wholesale Trade - Non-Durable Goods (Products),5112,Stationery And Office Supplies,www.gatebiz.com
Fed Ex Kinko's Ofc & Print Ctr,980 High Ridge Rd,Stamford,CT,06905-1601,Fairfield,Not in Sample,Not in Sample,Bob Herdman,Manager,14,2383360,"Publishing, Allied and Printing Industries (Industries)",2752,"Commercial Printing, Lithographic",www.fedexkinkos.com
Brookfield Animal Hospital,329 Federal Rd,Brookfield,CT,06804-2402,Fairfield,Not in Sample,Not in Sample,Michael Dattner,Partner,7,887040,Agricultural Services (Services),742,"Veterinary Services, Specialties",www.brookfieldanimalhospital.com
Ct Microwave,1486 Highland Ave # 5,Cheshire,CT,06410-1200,New Haven,Not in Sample,Not in Sample,Joseph W Raines,Owner,12,2284800,"Electrical, Electronic and Components other than Computer Equipment (Equipment)",3679,"Electronic Components, Nec",www.connecticutmicrowave.com
Arcade Metal Stamping,38 Union Ave,Bridgeport,CT,06607-2305,Fairfield,Not in Sample,Not in Sample,,,59,10276200,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3469,"Metal Stampings, Nec",www.arcademetalstamping.com
Delker Corp,14 Commercial St,Branford,CT,06405-2801,New Haven,Not in Sample,Not in Sample,Roger Cozens,President,42,16320000,Fabricated Metal Products other than Transport and Machinery Equipment (Equipment),3497,Metal Foil And Leaf,www.delkergrid.com
Lamaze Publishing Co Inc,9 Old Kings Hwy S,Darien,CT,06820-4505,Fairfield,Not in Sample,Not in Sample,Gregg Zegras,Sr VP,0,10560000,"Publishing, Allied and Printing Industries (Industries)",2721,Periodicals,www.ivillage.com
A W Construction LLC,1118 Willcot Rd,Wolcott,CT,06716-0000,New Haven,Not in Sample,Not in Sample,Anthony Guerrera,Owner,9,4336200,Building Construction - Operative Builders and General Contractors (Construction),1542,"Nonresidential Construction, Nec",www.aw-construction.com
Blockbuster Video,477 S Broad St,Meriden,CT,06450-6660,New Haven,Not in Sample,Not in Sample,Chris Haplin,Manager,18,973350,Motion Pictures (Entertainment),7841,Video Tape Rental,www.blockbuster.com
Gina M Petrokaitis Law Office,678 Chase Pkwy,Waterbury,CT,06708-3040,New Haven,Not in Sample,Not in Sample,Gina M Petrokaitis,,2,330660,Legal Services (Services),8111,Legal Services,www.petrokaitislaw.com
Red Rocket Brand Engineers LLC,22 Marshall St,Norwalk,CT,06854-2204,Fairfield,Not in Sample,Not in Sample,Joe Sequenzia,CEO,13,3728600,"Furnishing, Equipment and Home Furniture Stores (Stores)",5734,Computer And Software Stores,www.redrocket.biz
Techmark Corp,325 Sandbank Rd # 5,Cheshire,CT,06410-1582,New Haven,Not in Sample,Not in Sample,James Spacek,Manager,5,4814400,Wholesale Trade - Durable Goods (Products),5099,"Durable Goods, Nec",www.tm-techmark.com
Total Insurance Brokerage LLC,5 Hillandale Ave # 2,Stamford,CT,06902-2843,Fairfield,Not in Sample,Not in Sample,Andrew Feldman,Owner,3,409860,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.totalinsurancebrokerage.com
Doyle Partnership,257 Riverside Ave # 1,Westport,CT,06880-4806,Fairfield,Not in Sample,Not in Sample,Peter Doyle,Owner,17,2111400,"Insurance Brokers, Agents and Services (Insurance)",6411,"Insurance Agents, Brokers, And Service",www.doyleins.com
New Haven Finance-Assessor Ofc,165 Church St,New Haven,CT,06510-2010,New Haven,Not in Sample,Not in Sample,Terence Dinnean,Manager,14,0,"Taxation, Public Finance and Monetary Policy (Finance)",9311,"Finance, Taxation, And Monetary Policy",www.cityofnewhaven.com
Family Centers EAP,20 Bridge St,Greenwich,CT,06830-5238,Fairfield,Not in Sample,Not in Sample,Neil Forster,Exec VP,22,1382250,Social Services (Services),8322,Individual And Family Services,www.familycenters.org
Import Unlimited,569 N Colony Rd,Wallingford,CT,06492-3109,New Haven,Not in Sample,Not in Sample,Michael Caro,Owner,21,13069400,Gasoline Service Stations and Automotive Dealers (Automotive),5511,New And Used Car Dealers,www.luxurycars.com
Ace Van & Storage Inc,210 Realty Dr,Cheshire,CT,06410-1676,New Haven,Not in Sample,Not in Sample,Bill Conroy,Owner,16,1824000,Motor Freight Transportation (Transportation),4214,Local Trucking With Storage,www.acevanandstorage.com
St Francis' Episcopal Church,503 Old Long Ridge Rd,Stamford,CT,06903-1110,Fairfield,Not in Sample,Not in Sample,Richard Mayberry,Religious Leader,4,0,Membership Organizations (Organizations),8661,Religious Organizations,www.st-francis.stamford.ct.us
